Date_Time,Bottle,Month,Day,Year,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]",Scan,"Time, Elapsed [seconds]","Depth [salt water, m]","Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]","Potential Temperature [ITS-90, deg C]","Pressure, Digiquartz [db]",Conductivity [mS/cm],"Conductivity, 2 [mS/cm]",Specific Conductance [uS/cm],"Oxygen, SBE 43 [mg/l]","Oxygen, SBE 43 [umol/kg]","Oxygen Saturation, Weiss [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Fluorescence, WET Labs ECO-AFL/FL [mg/m^3]",Latitude [deg],Longitude [deg],Julian Days,Time,"Scan, sde","Elapsed, sde","Depth, sde","Temperature, sde","Temperature, 2, sde","Potental Temperature, sde","Pressure, sde","Conductivity, sde","Conductivity, 2, sde","Specific Conductance, sde","Oxygen [mg/l], sde","Oxygen [umol/kg], sde","Weiss [ml/l], sde","Beam Attenuation, sde","Fluorescence, sde","Latitude, sde","Longitude, sde","Julian Days, sde"
Feb-6-2023 10:05:27,15,Feb,6,2023,34.1851,34.1862,45656,1902.29,99.9,-1.726,-1.7264,-1.728,100.984,27.0276,27.028,58065,10.1464,308.59,8.47638,0.1417,0.4488,-77.3977,-162.289,37.4204,10:05:27,14,0.595,0.074,0.0002,0.0002,0.0002,0.075,0.00019,0.00016,0.494,0.0034,0.105,3e-05,0.0156,0.0205,0,1e-05,6.8328e-06
Feb-6-2023 10:07:23,16,Feb,6,2023,34.1467,34.1475,48454,2018.88,59.735,-1.7347,-1.735,-1.7359,60.377,26.9742,26.9745,57972,10.1397,308.395,8.48067,0.1223,0.4394,-77.3977,-162.289,37.4218,10:07:23,14,0.595,0.136,0.0026,0.0009,0.0026,0.138,0.002287,0.000862,1.755,0.0037,0.112,0.00062,0.0143,0.0933,0,0,6.899e-06
Feb-6-2023 10:07:34,17,Feb,6,2023,34.1461,34.1466,48720,2029.96,59.892,-1.7365,-1.7368,-1.7377,60.536,26.9724,26.9725,57972.6,10.1728,309.4,8.48113,0.1337,0.5111,-77.3977,-162.289,37.4219,10:07:34,14,0.595,0.059,0.0004,0.0007,0.0004,0.059,0.000537,0.000605,0.599,0.0056,0.169,0.00011,0.0107,0.0172,0,1e-05,6.721e-06
Feb-6-2023 10:07:55,18,Feb,6,2023,34.147,34.1483,49214,2050.54,59.984,-1.7344,-1.7312,-1.7356,60.628,26.9748,26.9784,57972.5,10.1569,308.915,8.48058,0.1373,0.5864,-77.3977,-162.289,37.4222,10:07:55,14,0.595,0.051,0.0013,0.0011,0.0013,0.052,0.001113,0.000911,1.567,0.0047,0.143,0.00031,0.0134,0.1813,0,1e-05,7.0296e-06
Feb-6-2023 10:09:53,19,Feb,6,2023,34.0148,34.0164,52044,2168.46,20.036,-0.531,-0.5326,-0.5316,20.25,27.8592,27.8591,56927.8,12.2648,373.082,8.21515,0.4551,4.5647,-77.3977,-162.289,37.4235,10:09:53,14,0.595,0.045,0.0002,0.0011,0.0003,0.045,0.000189,0.00055,0.535,0.0106,0.323,5e-05,0.0192,0.2505,0,0,6.899e-06
Feb-6-2023 10:10:00,20,Feb,6,2023,34.0159,34.0172,52222,2175.88,19.752,-0.5327,-0.5333,-0.5333,19.963,27.8585,27.8589,56930.3,12.2589,372.903,8.21545,0.4417,4.2382,-77.3977,-162.289,37.4236,10:10:00,14,0.595,0.094,0.0008,0.0008,0.0008,0.095,0.000605,0.000519,0.865,0.0091,0.276,0.00016,0.0162,0.1328,0,0,6.921e-06
Feb-6-2023 10:10:14,21,Feb,6,2023,34.0162,34.0169,52541,2189.17,19.848,-0.5331,-0.5326,-0.5337,20.059,27.8584,27.8593,56931.1,12.2532,372.728,8.21552,0.4429,4.8437,-77.3977,-162.289,37.4238,10:10:14,14,0.595,0.043,0.0008,0.0002,0.0008,0.043,0.000565,0.000189,0.873,0.0065,0.197,0.00016,0.0229,0.1148,0,0,6.8328e-06
Feb-6-2023 10:11:28,22,Feb,6,2023,33.9755,33.9762,54332,2263.79,2.172,-0.5013,-0.5016,-0.5014,2.195,27.8465,27.8468,56832.9,12.3273,374.994,8.2108,0.5490,5.1534,-77.3977,-162.289,37.4246,10:11:28,14,0.595,0.15,0.0011,0.001,0.0011,0.151,0.001034,0.000994,0.765,0.0097,0.295,0.00025,0.0131,0.4708,0,0,6.7659e-06
Feb-6-2023 10:11:39,23,Feb,6,2023,33.9757,33.9765,54585,2274.33,2.064,-0.5001,-0.5013,-0.5001,2.086,27.8476,27.8472,56832.3,12.333,375.167,8.21051,0.5386,4.8805,-77.3977,-162.289,37.4247,10:11:39,14,0.595,0.11,0.0012,0.001,0.0012,0.111,0.000908,0.001023,1.126,0.0086,0.261,0.00026,0.0249,0.5551,0,1e-05,6.8328e-06
Feb-6-2023 10:11:47,24,Feb,6,2023,33.9752,33.9761,54785,2282.67,1.998,-0.5033,-0.5034,-0.5033,2.019,27.8446,27.8452,56833.5,12.3436,375.49,8.21125,0.5120,4.389,-77.3977,-162.289,37.4248,10:11:47,14,0.595,0.06,0.0003,0.0002,0.0003,0.061,0.000223,0.000207,0.686,0.0103,0.312,6e-05,0.0143,0.2523,0,1e-05,6.7659e-06
